File Name	Container
17_VO_CIVILIAN_Attack_Weapon_MS_6.wav	VO_CIVILIAN_Attack_Weapon_MS
24_VO_CIVILIAN_Grab_Squirm_MS_1.wav	VO_CIVILIAN_Grab_Squirm_MS
30_VO_CIVILIAN_Eat_COCKATRICE_MS_1.wav	VO_CIVILIAN_Eat_COCKATRICE_MS
9_VO_CIVILIAN_Mischief_Curious_MS_1.wav	VO_CIVILIAN_Mischief_Curious_MS
3_VO_CIVILIAN_Capture_CHICKEN_MS_1.wav	VO_CIVILIAN_Capture_CHICKEN_MS
17_VO_CIVILIAN_Attack_Weapon_MS_7.wav	VO_CIVILIAN_Attack_Weapon_MS
19_VO_CIVILIAN_Call_COCKATRICE_MS_1.wav	VO_CIVILIAN_Call_COCKATRICE_MS
11_VO_CIVILIAN_CHICKEN_Yell_MS_2.wav	VO_CIVILIAN_CHICKEN_Yell_MS
1_VO_CIVILIAN_Idle_Talk_MS_3.wav	VO_CIVILIAN_Idle_Talk_MS
16_VO_CIVILIAN_Attack_Kick_MS_6.wav	VO_CIVILIAN_Attack_Kick_MS
13_VO_CIVILIAN_CHICKEN_Point_MS_3.wav	VO_CIVILIAN_CHICKEN_Point_MS
10_VO_CIVILIAN_Mischief_Shocked_MS_3.wav	VO_CIVILIAN_Mischief_Shocked_MS
5_VO_CIVILIAN_Lost_Confused_MS_2.wav	VO_CIVILIAN_Lost_Confused_MS
5_VO_CIVILIAN_Lost_Confused_MS_3.wav	VO_CIVILIAN_Lost_Confused_MS
29_VO_CIVILIAN_Fall_Throw_MS_4.wav	VO_CIVILIAN_Fall_Throw_MS
12_VO_CIVILIAN_CHICKEN_Call_MS_4.wav	VO_CIVILIAN_CHICKEN_Call_MS
10_VO_CIVILIAN_Mischief_Shocked_MS_2.wav	VO_CIVILIAN_Mischief_Shocked_MS
1_VO_CIVILIAN_Idle_Talk_MS_2.wav	VO_CIVILIAN_Idle_Talk_MS
13_VO_CIVILIAN_CHICKEN_Point_MS_2.wav	VO_CIVILIAN_CHICKEN_Point_MS
16_VO_CIVILIAN_Attack_Kick_MS_7.wav	VO_CIVILIAN_Attack_Kick_MS
6_VO_CIVILIAN_Lost_Tired_MS_6.wav	VO_CIVILIAN_Lost_Tired_MS
6_VO_CIVILIAN_Lost_Tired_MS_4.wav	VO_CIVILIAN_Lost_Tired_MS
22_VO_CIVILIAN_Cower_Quiver_MS_5.wav	VO_CIVILIAN_Cower_Quiver_MS
16_VO_CIVILIAN_Attack_Kick_MS_5.wav	VO_CIVILIAN_Attack_Kick_MS
17_VO_CIVILIAN_Attack_Weapon_MS_9.wav	VO_CIVILIAN_Attack_Weapon_MS
15_VO_CIVILIAN_Chase_CHICKEN_MS_4.wav	VO_CIVILIAN_Chase_CHICKEN_MS
5_VO_CIVILIAN_Lost_Confused_MS_1.wav	VO_CIVILIAN_Lost_Confused_MS
8_VO_CIVILIAN_Mischief_Annoyed_MS_4.wav	VO_CIVILIAN_Mischief_Annoyed_MS
10_VO_CIVILIAN_Mischief_Shocked_MS_1.wav	VO_CIVILIAN_Mischief_Shocked_MS
17_VO_CIVILIAN_Attack_Weapon_MS_8.wav	VO_CIVILIAN_Attack_Weapon_MS
13_VO_CIVILIAN_CHICKEN_Point_MS_1.wav	VO_CIVILIAN_CHICKEN_Point_MS
16_VO_CIVILIAN_Attack_Kick_MS_4.wav	VO_CIVILIAN_Attack_Kick_MS
1_VO_CIVILIAN_Idle_Talk_MS_1.wav	VO_CIVILIAN_Idle_Talk_MS
22_VO_CIVILIAN_Cower_Quiver_MS_4.wav	VO_CIVILIAN_Cower_Quiver_MS
6_VO_CIVILIAN_Lost_Tired_MS_5.wav	VO_CIVILIAN_Lost_Tired_MS
6_VO_CIVILIAN_Lost_Tired_MS_1.wav	VO_CIVILIAN_Lost_Tired_MS
10_VO_CIVILIAN_Mischief_Shocked_MS_5.wav	VO_CIVILIAN_Mischief_Shocked_MS
28_VO_CIVILIAN_Fall_Scream_MS_2.wav	VO_CIVILIAN_Fall_Scream_MS
12_VO_CIVILIAN_CHICKEN_Call_MS_3.wav	VO_CIVILIAN_CHICKEN_Call_MS
15_VO_CIVILIAN_Chase_CHICKEN_MS_1.wav	VO_CIVILIAN_Chase_CHICKEN_MS
29_VO_CIVILIAN_Fall_Throw_MS_3.wav	VO_CIVILIAN_Fall_Throw_MS
5_VO_CIVILIAN_Lost_Confused_MS_4.wav	VO_CIVILIAN_Lost_Confused_MS
29_VO_CIVILIAN_Fall_Throw_MS_2.wav	VO_CIVILIAN_Fall_Throw_MS
8_VO_CIVILIAN_Mischief_Annoyed_MS_1.wav	VO_CIVILIAN_Mischief_Annoyed_MS
12_VO_CIVILIAN_CHICKEN_Call_MS_2.wav	VO_CIVILIAN_CHICKEN_Call_MS
28_VO_CIVILIAN_Fall_Scream_MS_3.wav	VO_CIVILIAN_Fall_Scream_MS
10_VO_CIVILIAN_Mischief_Shocked_MS_4.wav	VO_CIVILIAN_Mischief_Shocked_MS
1_VO_CIVILIAN_Idle_Talk_MS_4.wav	VO_CIVILIAN_Idle_Talk_MS
13_VO_CIVILIAN_CHICKEN_Point_MS_4.wav	VO_CIVILIAN_CHICKEN_Point_MS
16_VO_CIVILIAN_Attack_Kick_MS_1.wav	VO_CIVILIAN_Attack_Kick_MS
22_VO_CIVILIAN_Cower_Quiver_MS_1.wav	VO_CIVILIAN_Cower_Quiver_MS
22_VO_CIVILIAN_Cower_Quiver_MS_3.wav	VO_CIVILIAN_Cower_Quiver_MS
6_VO_CIVILIAN_Lost_Tired_MS_2.wav	VO_CIVILIAN_Lost_Tired_MS
16_VO_CIVILIAN_Attack_Kick_MS_3.wav	VO_CIVILIAN_Attack_Kick_MS
28_VO_CIVILIAN_Fall_Scream_MS_1.wav	VO_CIVILIAN_Fall_Scream_MS
15_VO_CIVILIAN_Chase_CHICKEN_MS_2.wav	VO_CIVILIAN_Chase_CHICKEN_MS
8_VO_CIVILIAN_Mischief_Annoyed_MS_3.wav	VO_CIVILIAN_Mischief_Annoyed_MS
29_VO_CIVILIAN_Fall_Throw_MS_1.wav	VO_CIVILIAN_Fall_Throw_MS
8_VO_CIVILIAN_Mischief_Annoyed_MS_2.wav	VO_CIVILIAN_Mischief_Annoyed_MS
15_VO_CIVILIAN_Chase_CHICKEN_MS_3.wav	VO_CIVILIAN_Chase_CHICKEN_MS
12_VO_CIVILIAN_CHICKEN_Call_MS_1.wav	VO_CIVILIAN_CHICKEN_Call_MS
16_VO_CIVILIAN_Attack_Kick_MS_2.wav	VO_CIVILIAN_Attack_Kick_MS
6_VO_CIVILIAN_Lost_Tired_MS_3.wav	VO_CIVILIAN_Lost_Tired_MS
22_VO_CIVILIAN_Cower_Quiver_MS_2.wav	VO_CIVILIAN_Cower_Quiver_MS
14_VO_CIVILIAN_COCKATRICE_Call_MS_4.wav	VO_CIVILIAN_COCKATRICE_Call_MS
23_VO_CIVILIAN_Cower_Cry_MS_3.wav	VO_CIVILIAN_Cower_Cry_MS
23_VO_CIVILIAN_Cower_Cry_MS_2.wav	VO_CIVILIAN_Cower_Cry_MS
7_VO_CIVILIAN_Lost_Sad_MS_4.wav	VO_CIVILIAN_Lost_Sad_MS
20_VO_CIVILIAN_Flee_Run_MS_4.wav	VO_CIVILIAN_Flee_Run_MS
27_VO_CIVILIAN_Hit_Scream_MS_hi.wav	VO_CIVILIAN_Hit_Scream_MS
23_VO_CIVILIAN_Cower_Cry_MS_1.wav	VO_CIVILIAN_Cower_Cry_MS
20_VO_CIVILIAN_Flee_Run_MS_1.wav	VO_CIVILIAN_Flee_Run_MS
7_VO_CIVILIAN_Lost_Sad_MS_3.wav	VO_CIVILIAN_Lost_Sad_MS
14_VO_CIVILIAN_COCKATRICE_Call_MS_2.wav	VO_CIVILIAN_COCKATRICE_Call_MS
23_VO_CIVILIAN_Cower_Cry_MS_4.wav	VO_CIVILIAN_Cower_Cry_MS
14_VO_CIVILIAN_COCKATRICE_Call_MS_3.wav	VO_CIVILIAN_COCKATRICE_Call_MS
7_VO_CIVILIAN_Lost_Sad_MS_2.wav	VO_CIVILIAN_Lost_Sad_MS
20_VO_CIVILIAN_Flee_Run_MS_2.wav	VO_CIVILIAN_Flee_Run_MS
14_VO_CIVILIAN_COCKATRICE_Call_MS_1.wav	VO_CIVILIAN_COCKATRICE_Call_MS
7_VO_CIVILIAN_Lost_Sad_MS_1.wav	VO_CIVILIAN_Lost_Sad_MS
20_VO_CIVILIAN_Flee_Run_MS_3.wav	VO_CIVILIAN_Flee_Run_MS
